count,coordinates,valname
2354,"[-73.988168, 40.718619]",C1316
2350,"[-73.961581, 40.791231]",C1317
2349,"[-74.010121, 40.720117]",C1318
2349,"[-73.995062, 40.769333]",C1319
2349,"[-73.973512, 40.743782]",C1320
2348,"[-74.007816, 40.74822]",C1321
2344,"[-73.935318, 40.860055]",C1322
2340,"[-73.983248, 40.78716]",C1323
2339,"[-73.874091, 40.772606]",C1324
2337,"[-74.015302, 40.701785]",C1325
2336,"[-73.875668, 40.773486]",C1326
2336,"[-73.991177, 40.75533]",C1327
2335,"[-73.785884, 40.646479]",C1328
2335,"[-73.988943, 40.76349]",C1329
2332,"[-73.931077, 40.8013]",C1330
2331,"[-73.956257, 40.81337]",C1331
2330,"[-73.999606, 40.708622]",C1332
2329,"[-73.970992, 40.758375]",C1333
2329,"[-73.981573, 40.773602]",C1334
2316,"[-74.001552, 40.70694]",C1335
2313,"[-73.943788, 40.815331]",C1336
2310,"[-73.99516, 40.744765]",C1337
2309,"[-74.001178, 40.761865]",C1338
2308,"[-73.950743, 40.78326]",C1339
2308,"[-73.985202, 40.763528]",C1340
2305,"[-73.968029, 40.772807]",C1341
2304,"[-73.944416, 40.782093]",C1342
2304,"[-73.988359, 40.720078]",C1343
2304,"[-73.966488, 40.767243]",C1344
2298,"[-73.972965, 40.75839]",C1345
2296,"[-73.943505, 40.783333]",C1346
2293,"[-73.930597, 40.801413]",C1347
2293,"[-74.00519, 40.711983]",C1348
2289,"[-73.995296, 40.749674]",C1349
2289,"[-73.989383, 40.691027]",C1350
2288,"[-73.938366, 40.787403]",C1351
2288,"[-73.971526, 40.743699]",C1352
2287,"[-73.982473, 40.748432]",C1353
2281,"[-73.944688, 40.78331]",C1354
2280,"[-73.972099, 40.765518]",C1355
2279,"[-73.998972, 40.74463]",C1356
2277,"[-73.922443, 40.735374]",C1357
2276,"[-73.949101, 40.836564]",C1358
2276,"[-73.907384, 40.768811]",C1359
2274,"[-73.885303, 40.767637]",C1360
2272,"[-73.989833, 40.735313]",C1361
2271,"[-73.968186, 40.748057]",C1362
2267,"[-73.983827, 40.765415]",C1363
2265,"[-73.957306, 40.780234]",C1364
2265,"[-73.972982, 40.765112]",C1365
2264,"[-73.798963, 40.645224]",C1366
2261,"[-74.004475, 40.733798]",C1367
2260,"[-74.000903, 40.70959]",C1368
2260,"[-73.978783, 40.753481]",C1369
2258,"[-73.974648, 40.736735]",C1370
2258,"[-73.872205, 40.774206]",C1371
2256,"[-73.801921, 40.674748]",C1372
2255,"[-74.001129, 40.741668]",C1373
2255,"[-74.002136, 40.715177]",C1374
2254,"[-73.974597, 40.769729]",C1375
2253,"[-73.998329, 40.760828]",C1376
2248,"[-74.008275, 40.750256]",C1377
2246,"[-74.012205, 40.70135]",C1378
2245,"[-74.0068, 40.719782]",C1379
2245,"[-73.999362, 40.746146]",C1380
2244,"[-73.970398, 40.779614]",C1381
2243,"[-73.97501, 40.787685]",C1382
2242,"[-74.009624, 40.739354]",C1383
2241,"[-73.998612, 40.732215]",C1384
2240,"[-73.980503, 40.748415]",C1385
2239,"[-73.968646, 40.748263]",C1386
2237,"[-74.01673, 40.70471]",C1387
2233,"[-73.990459, 40.771621]",C1388
2227,"[-73.996051, 40.716052]",C1389
2227,"[-73.996129, 40.743431]",C1390
2226,"[-73.943781, 40.783365]",C1391
2226,"[-73.997098, 40.708837]",C1392
2222,"[-73.975558, 40.752116]",C1393
2222,"[-73.961242, 40.755716]",C1394
2221,"[-73.990067, 40.746659]",C1395
2216,"[-73.92908, 40.799034]",C1396
2214,"[-73.960589, 40.761489]",C1397
2213,"[-73.973969, 40.731157]",C1398
2212,"[-73.786714, 40.644556]",C1399
2212,"[-74.005361, 40.718299]",C1400
2209,"[-73.988682, 40.6963]",C1401
2209,"[-73.984579, 40.742728]",C1402
2208,"[-74.011569, 40.704249]",C1403
2207,"[-74.006113, 40.723791]",C1404
2207,"[-73.794659, 40.666521]",C1405
2205,"[-73.974604, 40.799995]",C1406
2204,"[-74.009665, 40.724924]",C1407
2204,"[-73.991633, 40.754707]",C1408
2201,"[-73.973014, 40.752682]",C1409
2200,"[-74.022909, 40.766535]",C1410
2198,"[-73.877838, 40.771457]",C1411
2198,"[-73.995084, 40.765254]",C1412
2198,"[-73.935065, 40.809726]",C1413
2197,"[-73.990633, 40.699928]",C1414
2197,"[-73.885871, 40.767197]",C1415
2197,"[-73.894512, 40.745015]",C1416
2195,"[-73.979882, 40.735019]",C1417
2195,"[-73.963994, 40.783294]",C1418
2195,"[-73.956923, 40.760714]",C1419
2194,"[-74.009222, 40.74091]",C1420
2194,"[-73.870582, 40.772347]",C1421
2192,"[-73.982337, 40.789026]",C1422
2192,"[-74.00232, 40.75022]",C1423
2192,"[-73.879856, 40.728702]",C1424
2190,"[-73.976516, 40.754974]",C1425
2190,"[-73.996925, 40.76275]",C1426
2190,"[-73.964793, 40.755756]",C1427
2188,"[-73.952049, 40.741041]",C1428
2188,"[-73.986393, 40.745921]",C1429
2186,"[-73.976312, 40.773424]",C1430
2186,"[-73.975168, 40.736235]",C1431
2186,"[-73.955581, 40.779507]",C1432
2185,"[-73.79103, 40.665206]",C1433
2185,"[-73.929515, 40.799491]",C1434
2184,"[-73.964702, 40.752019]",C1435
2184,"[-73.93137, 40.800922]",C1436
2180,"[-73.959774, 40.779542]",C1437
2180,"[-73.99505, 40.734034]",C1438
2180,"[-73.94937, 40.776888]",C1439
2177,"[-73.785784, 40.646401]",C1440
2177,"[-73.976045, 40.757232]",C1441
2175,"[-73.961959, 40.759619]",C1442
2174,"[-73.977417, 40.755354]",C1443
2173,"[-73.971713, 40.750494]",C1444
2173,"[-73.980953, 40.747797]",C1445
2173,"[-73.975343, 40.741274]",C1446
2172,"[-73.987502, 40.724584]",C1447
2168,"[-73.967609, 40.756129]",C1448
2167,"[-73.975887, 40.746881]",C1449
2167,"[-73.953079, 40.810094]",C1450
2166,"[-73.957414, 40.770106]",C1451
2161,"[-73.97558, 40.775375]",C1452
2160,"[-73.956106, 40.788056]",C1453
2159,"[-73.99078, 40.728358]",C1454
2159,"[-74.015805, 40.707053]",C1455
2155,"[-73.975851, 40.753674]",C1456
2155,"[-73.975088, 40.717332]",C1457
2152,"[-73.989402, 40.762862]",C1458
2152,"[-73.989944, 40.735102]",C1459
2151,"[-74.000954, 40.731706]",C1460
2150,"[-73.870176, 40.771663]",C1461
2150,"[-73.871467, 40.771687]",C1462
2148,"[-73.987301, 40.744678]",C1463
2147,"[-73.978521, 40.711502]",C1464
2147,"[-73.987667, 40.738292]",C1465
2143,"[-73.988549, 40.722982]",C1466
2142,"[-73.945189, 40.751114]",C1467
2139,"[-73.942931, 40.850954]",C1468
2138,"[-73.879828, 40.769737]",C1469
2137,"[-73.973925, 40.751429]",C1470
2137,"[-73.939923, 40.722763]",C1471
2134,"[-73.969431, 40.753624]",C1472
2134,"[-73.986458, 40.75671]",C1473
2134,"[-73.965445, 40.765984]",C1474
2132,"[-74.01304, 40.717242]",C1475
2129,"[-73.792779, 40.65744]",C1476
2121,"[-73.994018, 40.756532]",C1477
2116,"[-74.00935, 40.728981]",C1478
2115,"[-73.887238, 40.767051]",C1479
2114,"[-73.921691, 40.796628]",C1480
2114,"[-73.975027, 40.73672]",C1481
2114,"[-73.854013, 40.759383]",C1482
2113,"[-73.992911, 40.747855]",C1483
2107,"[-73.94794, 40.770013]",C1484
2106,"[-73.999769, 40.734339]",C1485
2104,"[-73.980483, 40.79234]",C1486
2103,"[-73.988769, 40.699839]",C1487
2102,"[-73.996091, 40.667301]",C1488
2101,"[-73.993362, 40.747236]",C1489
2101,"[-73.993147, 40.727867]",C1490
2101,"[-73.994069, 40.761552]",C1491
2101,"[-74.016723, 40.704878]",C1492
2100,"[-73.929865, 40.785543]",C1493
2100,"[-73.960935, 40.709781]",C1494
2099,"[-73.994812, 40.718458]",C1495
2098,"[-73.785162, 40.643165]",C1496
2096,"[-73.859459, 40.76186]",C1497
2095,"[-73.906301, 40.737]",C1498
2093,"[-73.785329, 40.646161]",C1499
2092,"[-73.86898, 40.770574]",C1500
2092,"[-74.011193, 40.710369]",C1501
2092,"[-73.982295, 40.772633]",C1502
2092,"[-74.007034, 40.75379]",C1503
2087,"[-73.987166, 40.714802]",C1504
2087,"[-73.997805, 40.736032]",C1505
2086,"[-73.977875, 40.754728]",C1506
2086,"[-74.005355, 40.722227]",C1507
2086,"[-73.974771, 40.721619]",C1508
2086,"[-74.013815, 40.701178]",C1509
2079,"[-73.967508, 40.802899]",C1510
2078,"[-73.985682, 40.738213]",C1511
2078,"[-73.951721, 40.829582]",C1512
2077,"[-73.970416, 40.768811]",C1513
2073,"[-73.98687, 40.699961]",C1514
2071,"[-73.958023, 40.800806]",C1515
2070,"[-73.942992, 40.751679]",C1516
2068,"[-73.967175, 40.766714]",C1517
2066,"[-73.999865, 40.727008]",C1518
2065,"[-74.001882, 40.750828]",C1519
2064,"[-73.993982, 40.720305]",C1520
2064,"[-73.969438, 40.763582]",C1521
2064,"[-74.015775, 40.707746]",C1522
2062,"[-73.998806, 40.717195]",C1523
2060,"[-73.986618, 40.700627]",C1524
2060,"[-73.87659, 40.773077]",C1525
2059,"[-73.994445, 40.769732]",C1526
2058,"[-74.000066, 40.732929]",C1527
2057,"[-73.957059, 40.78013]",C1528
2053,"[-73.994709, 40.745383]",C1529
2053,"[-73.962669, 40.75485]",C1530
2052,"[-73.99007, 40.74088]",C1531
2052,"[-73.92457, 40.792006]",C1532
2050,"[-73.979727, 40.69637]",C1533
2046,"[-73.998838, 40.749561]",C1534
2045,"[-73.974224, 40.759739]",C1535
2045,"[-73.975575, 40.775265]",C1536
2045,"[-73.981123, 40.750282]",C1537
2041,"[-73.999853, 40.721792]",C1538
2041,"[-73.971401, 40.769948]",C1539
2041,"[-73.984046, 40.761429]",C1540
2038,"[-73.993813, 40.746618]",C1541
2035,"[-74.016375, 40.710085]",C1542
2029,"[-73.786148, 40.647282]",C1543
2028,"[-73.988065, 40.779447]",C1544
2024,"[-74.003236, 40.748974]",C1545
2023,"[-73.977346, 40.771604]",C1546
2021,"[-73.974283, 40.796602]",C1547
2020,"[-73.947803, 40.770291]",C1548
2019,"[-73.874558, 40.772074]",C1549
2018,"[-73.973276, 40.755243]",C1550
2018,"[-73.994209, 40.724622]",C1551
2015,"[-73.969825, 40.768646]",C1552
2015,"[-73.981522, 40.768287]",C1553
2014,"[-73.976435, 40.788287]",C1554
2013,"[-73.900519, 40.739466]",C1555
2013,"[-73.799052, 40.645114]",C1556
2012,"[-73.93015, 40.785184]",C1557
2012,"[-73.971452, 40.757748]",C1558
2012,"[-73.939872, 40.785521]",C1559
2011,"[-73.978609, 40.71159]",C1560
2011,"[-73.966948, 40.766618]",C1561
2010,"[-73.954245, 40.741628]",C1562
2009,"[-73.979869, 40.769351]",C1563
2007,"[-73.966232, 40.758022]",C1564
2007,"[-74.006811, 40.744061]",C1565
2005,"[-73.971959, 40.72641]",C1566
2005,"[-73.903686, 40.767932]",C1567
2003,"[-74.011235, 40.724276]",C1568
1998,"[-73.958713, 40.772339]",C1569
1996,"[-73.962472, 40.767188]",C1570
1996,"[-73.985648, 40.762916]",C1571
1995,"[-73.983638, 40.738158]",C1572
1995,"[-73.963165, 40.710216]",C1573
1993,"[-73.970143, 40.762251]",C1574
1992,"[-73.997434, 40.741642]",C1575
1991,"[-73.985046, 40.747773]",C1576
1991,"[-73.983377, 40.766032]",C1577
1990,"[-73.979407, 40.749566]",C1578
1990,"[-73.984758, 40.78504]",C1579
1989,"[-73.971859, 40.762978]",C1580
1989,"[-74.000653, 40.710828]",C1581
1986,"[-73.999973, 40.734688]",C1582
1982,"[-74.016473, 40.704069]",C1583
1980,"[-73.941931, 40.700725]",C1584
1980,"[-73.975791, 40.746883]",C1585
1978,"[-74.007705, 40.742834]",C1586
1975,"[-73.964201, 40.791561]",C1587
1974,"[-73.865439, 40.769366]",C1588
1974,"[-73.996351, 40.732255]",C1589
1974,"[-73.971531, 40.743761]",C1590
1974,"[-74.00793, 40.723758]",C1591
1974,"[-73.969522, 40.747858]",C1592
1973,"[-73.780205, 40.64559]",C1593
1972,"[-73.993243, 40.730954]",C1594
1971,"[-73.894556, 40.765355]",C1595
1969,"[-73.977873, 40.753098]",C1596
1968,"[-73.981993, 40.768891]",C1597
1967,"[-73.999185, 40.739243]",C1598
1967,"[-74.006279, 40.733743]",C1599
1966,"[-73.982275, 40.751577]",C1600
1966,"[-73.973627, 40.757861]",C1601
1965,"[-73.920005, 40.797577]",C1602
1965,"[-73.976744, 40.759165]",C1603
1964,"[-73.980992, 40.697342]",C1604
1961,"[-73.978798, 40.719886]",C1605
1961,"[-73.959311, 40.780173]",C1606
1959,"[-73.973465, 40.763659]",C1607
1957,"[-73.967855, 40.751541]",C1608
1953,"[-73.987355, 40.738918]",C1609
1952,"[-73.865607, 40.769048]",C1610
1952,"[-73.96861, 40.772695]",C1611
1951,"[-73.990205, 40.719259]",C1612
1948,"[-73.953636, 40.810327]",C1613
1947,"[-73.969542, 40.748141]",C1614
1945,"[-74.008634, 40.71139]",C1615
1943,"[-73.982826, 40.763355]",C1616
1942,"[-74.001684, 40.730581]",C1617
1941,"[-73.961252, 40.709554]",C1618
1940,"[-73.970762, 40.74754]",C1619
1940,"[-73.954942, 40.777506]",C1620
1939,"[-73.977284, 40.742897]",C1621
1938,"[-73.976988, 40.766602]",C1622
1937,"[-73.968203, 40.747879]",C1623
1936,"[-73.786779, 40.645203]",C1624
1934,"[-73.963117, 40.760467]",C1625
1933,"[-73.990075, 40.700092]",C1626
1931,"[-73.993755, 40.771325]",C1627
1931,"[-73.964354, 40.792468]",C1628
1931,"[-73.985307, 40.727599]",C1629
1929,"[-74.004433, 40.742289]",C1630
1928,"[-74.012043, 40.72031]",C1631
1927,"[-73.93069, 40.845392]",C1632
1925,"[-74.001322, 40.762069]",C1633
1924,"[-73.95337, 40.699405]",C1634
1924,"[-73.785585, 40.65064]",C1635
1923,"[-73.983231, 40.744578]",C1636
1923,"[-73.94759, 40.771072]",C1637
1923,"[-73.975548, 40.796341]",C1638
1921,"[-73.999474, 40.733578]",C1639
1920,"[-73.987289, 40.750458]",C1640
1919,"[-74.003157, 40.744056]",C1641
1919,"[-73.876048, 40.770806]",C1642
1918,"[-73.976987, 40.750156]",C1643
1917,"[-73.88203, 40.63356]",C1644
1917,"[-73.978566, 40.756654]",C1645
1913,"[-73.997716, 40.7515]",C1646
1912,"[-73.988787, 40.753517]",C1647
1912,"[-73.963871, 40.757008]",C1648
1910,"[-73.923336, 40.733205]",C1649
1910,"[-73.993264, 40.767741]",C1650
1910,"[-73.944071, 40.782733]",C1651
1907,"[-73.987735, 40.775384]",C1652
1906,"[-73.93834, 40.787238]",C1653
1906,"[-73.968419, 40.772765]",C1654
1905,"[-73.995018, 40.73986]",C1655
1904,"[-73.975208, 40.717365]",C1656
1903,"[-74.010679, 40.729843]",C1657
1901,"[-73.950493, 40.71611]",C1658
1900,"[-73.905602, 40.807553]",C1659
1896,"[-73.799982, 40.662619]",C1660
1896,"[-73.966716, 40.767339]",C1661
1895,"[-73.973471, 40.752054]",C1662
1895,"[-73.999653, 40.73407]",C1663
1894,"[-74.006251, 40.717085]",C1664
1893,"[-73.970282, 40.756442]",C1665
1893,"[-73.955769, 40.78791]",C1666
1892,"[-73.980581, 40.783207]",C1667
1889,"[-73.954703, 40.765554]",C1668
1889,"[-74.004792, 40.756966]",C1669
1888,"[-73.949942, 40.772066]",C1670
1888,"[-73.998851, 40.689589]",C1671
1888,"[-74.010872, 40.726176]",C1672
1886,"[-73.966116, 40.762186]",C1673
1886,"[-73.917221, 40.770309]",C1674
1886,"[-73.781684, 40.646906]",C1675
1885,"[-73.931736, 40.841585]",C1676
1883,"[-73.967691, 40.751346]",C1677
1883,"[-73.981424, 40.767753]",C1678
1882,"[-73.981957, 40.768536]",C1679
1881,"[-73.973766, 40.760364]",C1680
1880,"[-73.997128, 40.722304]",C1681
1880,"[-74.007958, 40.740308]",C1682
1879,"[-73.969216, 40.763488]",C1683
1878,"[-73.968767, 40.764118]",C1684
1877,"[-73.968839, 40.773127]",C1685
1877,"[-73.991114, 40.733214]",C1686
1873,"[-73.933302, 40.745021]",C1687
1870,"[-73.989291, 40.757911]",C1688
1865,"[-73.964756, 40.764057]",C1689
1864,"[-73.990728, 40.755949]",C1690
1862,"[-73.947234, 40.722875]",C1691
1861,"[-74.013847, 40.717609]",C1692
1861,"[-74.00143, 40.751445]",C1693
1861,"[-73.986378, 40.699409]",C1694
1859,"[-73.938435, 40.749973]",C1695
1858,"[-74.01476, 40.709725]",C1696
1858,"[-73.9924, 40.730601]",C1697
1857,"[-73.984741, 40.76416]",C1698
1857,"[-73.870386, 40.77142]",C1699
1855,"[-74.015387, 40.707084]",C1700
1853,"[-73.865649, 40.768663]",C1701
1852,"[-73.999987, 40.708298]",C1702
1851,"[-73.982233, 40.767785]",C1703
1850,"[-73.991759, 40.700051]",C1704
1850,"[-74.005172, 40.719019]",C1705
1845,"[-73.99142, 40.729861]",C1706
1844,"[-74.002033, 40.73813]",C1707
1844,"[-73.968457, 40.758954]",C1708
1843,"[-73.995847, 40.726527]",C1709
1842,"[-73.92956, 40.795735]",C1710
1837,"[-73.872532, 40.774206]",C1711
1833,"[-73.980675, 40.750903]",C1712
1832,"[-73.948507, 40.7447]",C1713
1832,"[-73.974009, 40.730849]",C1714
1832,"[-74.016416, 40.704882]",C1715
1831,"[-73.960131, 40.762117]",C1716
1828,"[-74.014264, 40.70131]",C1717
1828,"[-73.985286, 40.723649]",C1718
1827,"[-73.988205, 40.737753]",C1719
1826,"[-73.996324, 40.753406]",C1720
1826,"[-73.988083, 40.769769]",C1721
1824,"[-73.974748, 40.745174]",C1722
1822,"[-74.014867, 40.706504]",C1723
1821,"[-73.944767, 40.783202]",C1724
1819,"[-73.899457, 40.603398]",C1725
1817,"[-73.93112, 40.800683]",C1726
1817,"[-73.930048, 40.800755]",C1727
1817,"[-73.786874, 40.646198]",C1728
1814,"[-74.000651, 40.747067]",C1729
1814,"[-73.972113, 40.753922]",C1730
1814,"[-73.982215, 40.764737]",C1731
1812,"[-73.999454, 40.69318]",C1732
1810,"[-73.79575, 40.664878]",C1733
1805,"[-73.978332, 40.7541]",C1734
1805,"[-74.003624, 40.710952]",C1735
1804,"[-73.97353, 40.731245]",C1736
1802,"[-73.811677, 40.66668]",C1737
1802,"[-74.004371, 40.711264]",C1738
1801,"[-73.965214, 40.763432]",C1739
1800,"[-73.939073, 40.723231]",C1740
1799,"[-73.974893, 40.736259]",C1741
1798,"[-73.96864, 40.761626]",C1742
1797,"[-73.802225, 40.665038]",C1743
1795,"[-73.997007, 40.742228]",C1744
1795,"[-73.979038, 40.744457]",C1745
1794,"[-73.989492, 40.736001]",C1746
1793,"[-73.969828, 40.757067]",C1747
1792,"[-73.902895, 40.7261]",C1748
1791,"[-74.000423, 40.709184]",C1749
1789,"[-73.979387, 40.711184]",C1750
1788,"[-73.974755, 40.735436]",C1751
1787,"[-74.015376, 40.701743]",C1752
1786,"[-74.011446, 40.690369]",C1753
1785,"[-73.966596, 40.753255]",C1754
1784,"[-73.970533, 40.759002]",C1755
1784,"[-73.805285, 40.650963]",C1756
1783,"[-73.89295, 40.725263]",C1757
1782,"[-73.978788, 40.747684]",C1758
1781,"[-73.940821, 40.750877]",C1759
1781,"[-73.98463, 40.75921]",C1760
1781,"[-74.012325, 40.719048]",C1761
1780,"[-73.98041, 40.742586]",C1762
1778,"[-73.985666, 40.780305]",C1763
1778,"[-73.992976, 40.752858]",C1764
1778,"[-74.005407, 40.739413]",C1765
1773,"[-73.986459, 40.659415]",C1766
1771,"[-73.99623, 40.767346]",C1767
1771,"[-73.916558, 40.770043]",C1768
1768,"[-73.976371, 40.744107]",C1769
1768,"[-74.01013, 40.71209]",C1770
1768,"[-73.956616, 40.789071]",C1771
1767,"[-74.001232, 40.731852]",C1772
1767,"[-73.989429, 40.726188]",C1773
1766,"[-73.973393, 40.745609]",C1774
1766,"[-73.965697, 40.754505]",C1775
1765,"[-73.960607, 40.759483]",C1776
1765,"[-73.989062, 40.736576]",C1777
1765,"[-73.967887, 40.751336]",C1778
1762,"[-73.934657, 40.811391]",C1779
1758,"[-73.981549, 40.768537]",C1780
1758,"[-73.993985, 40.709317]",C1781
1757,"[-73.89261, 40.766162]",C1782
1754,"[-73.97746, 40.752279]",C1783
1754,"[-73.971126, 40.760895]",C1784
1752,"[-73.980112, 40.770529]",C1785
1752,"[-73.974588, 40.774714]",C1786
1751,"[-73.971938, 40.729268]",C1787
1751,"[-73.98815, 40.731964]",C1788
1749,"[-73.964989, 40.766607]",C1789
1747,"[-73.991785, 40.764686]",C1790
1743,"[-73.999384, 40.752208]",C1791
1743,"[-74.164187, 40.711604]",C1792
1743,"[-73.850433, 40.662109]",C1793
1742,"[-73.984587, 40.785568]",C1794
1741,"[-73.942487, 40.84902]",C1795
1734,"[-73.984596, 40.754177]",C1796
1733,"[-74.014038, 40.712744]",C1797
1733,"[-73.969902, 40.752983]",C1798
1733,"[-73.962062, 40.763738]",C1799
1732,"[-73.959651, 40.771053]",C1800
1730,"[-74.011159, 40.725977]",C1801
1730,"[-73.986198, 40.698735]",C1802
1729,"[-73.897445, 40.620809]",C1803
1723,"[-74.001962, 40.761295]",C1804
1723,"[-73.930673, 40.801417]",C1805
1722,"[-74.002772, 40.711716]",C1806
1721,"[-73.791932, 40.645087]",C1807
1720,"[-73.786916, 40.645819]",C1808
1719,"[-74.183188, 40.704035]",C1809
1716,"[-73.936042, 40.79107]",C1810
1716,"[-73.79813, 40.644969]",C1811
1713,"[-73.997785, 40.721582]",C1812
1712,"[-73.989596, 40.74155]",C1813
1712,"[-73.864258, 40.767494]",C1814
1710,"[-73.980209, 40.745734]",C1815
1710,"[-73.96899, 40.764212]",C1816
1709,"[-73.786909, 40.645927]",C1817
1708,"[-73.968837, 40.785084]",C1818
1708,"[-73.994981, 40.7603]",C1819
1708,"[-73.978959, 40.750187]",C1820
1706,"[-73.954069, 40.741426]",C1821
1706,"[-73.956974, 40.760787]",C1822
1705,"[-73.976974, 40.754349]",C1823
1705,"[-74.021674, 40.641062]",C1824
1704,"[-74.004919, 40.741681]",C1825
1703,"[-73.979532, 40.766213]",C1826
1700,"[-73.997398, 40.721451]",C1827
1699,"[-74.024782, 40.763765]",C1828
1696,"[-73.970363, 40.762345]",C1829
1693,"[-73.975324, 40.774585]",C1830
1692,"[-73.94248, 40.775761]",C1831
1691,"[-73.876969, 40.771453]",C1832
1690,"[-73.894671, 40.74539]",C1833
1689,"[-73.984459, 40.76078]",C1834
1688,"[-74.007567, 40.752394]",C1835
1687,"[-73.980921, 40.782516]",C1836
1686,"[-74.001317, 40.70966]",C1837
1685,"[-74.015809, 40.711565]",C1838
1685,"[-73.961148, 40.764988]",C1839
1685,"[-73.991723, 40.726363]",C1840
1684,"[-74.000679, 40.674846]",C1841
1683,"[-73.946013, 40.718977]",C1842
1682,"[-73.983945, 40.786249]",C1843
1682,"[-73.929328, 40.79707]",C1844
1681,"[-73.802248, 40.663316]",C1845
1680,"[-73.901171, 40.758786]",C1846
1680,"[-73.987245, 40.738872]",C1847
1679,"[-73.981433, 40.763595]",C1848
1678,"[-73.977532, 40.752254]",C1849
1678,"[-73.994215, 40.770639]",C1850
1677,"[-73.983534, 40.784862]",C1851
1676,"[-73.96918, 40.747859]",C1852
1674,"[-73.981561, 40.74388]",C1853
1673,"[-73.937649, 40.749143]",C1854
1673,"[-73.93772, 40.749525]",C1855
1669,"[-73.979238, 40.747068]",C1856
1668,"[-73.979497, 40.743822]",C1857
1667,"[-74.002398, 40.728249]",C1858
1664,"[-73.974928, 40.774718]",C1859
1663,"[-73.975414, 40.774531]",C1860
1662,"[-73.968065, 40.755504]",C1861
1662,"[-74.009317, 40.724677]",C1862
1661,"[-73.968357, 40.748238]",C1863
1660,"[-73.977457, 40.684052]",C1864
1659,"[-73.968215, 40.767967]",C1865
1659,"[-74.015649, 40.704004]",C1866
1659,"[-74.001877, 40.719406]",C1867
1658,"[-73.780287, 40.64538]",C1868
1657,"[-73.989049, 40.768446]",C1869
1655,"[-73.86648, 40.771214]",C1870
1654,"[-74.008606, 40.732672]",C1871
1653,"[-73.930062, 40.802618]",C1872
1653,"[-73.968085, 40.765469]",C1873
1652,"[-73.982048, 40.771356]",C1874
1651,"[-74.00014, 40.746496]",C1875
1651,"[-73.95924, 40.763366]",C1876
1647,"[-73.932758, 40.724992]",C1877
1646,"[-73.929934, 40.785153]",C1878
1646,"[-74.005535, 40.745816]",C1879
1644,"[-73.98848, 40.746809]",C1880
1643,"[-73.968485, 40.747897]",C1881
1642,"[-74.022052, 40.768064]",C1882
1641,"[-73.98629, 40.699261]",C1883
1640,"[-74.016619, 40.704942]",C1884
1637,"[-73.942879, 40.751364]",C1885
1637,"[-73.792934, 40.657302]",C1886
1636,"[-73.787548, 40.663809]",C1887
1635,"[-73.78798, 40.665142]",C1888
1635,"[-73.998155, 40.7509]",C1889
1633,"[-73.900002, 40.757653]",C1890
1633,"[-73.983869, 40.72142]",C1891
1632,"[-73.982176, 40.778079]",C1892
1632,"[-73.999309, 40.708495]",C1893
1631,"[-74.069392, 40.765208]",C1894
1630,"[-74.006753, 40.713618]",C1895
1630,"[-73.937395, 40.724016]",C1896
1628,"[-73.976061, 40.788995]",C1897
1628,"[-73.994529, 40.769931]",C1898
1627,"[-73.951809, 40.730936]",C1899
1626,"[-73.95693, 40.760749]",C1900
1625,"[-73.992289, 40.72525]",C1901
1622,"[-73.970791, 40.78335]",C1902
1620,"[-74.014438, 40.703152]",C1903
1620,"[-73.787294, 40.6538]",C1904
1616,"[-73.995997, 40.667179]",C1905
1616,"[-73.873795, 40.772547]",C1906
1616,"[-73.930657, 40.845189]",C1907
1615,"[-73.980576, 40.769911]",C1908
1615,"[-73.81789, 40.705762]",C1909
1614,"[-73.999188, 40.734134]",C1910
1614,"[-74.010327, 40.704763]",C1911
1614,"[-73.90773, 40.596885]",C1912
1613,"[-73.991777, 40.709832]",C1913
1609,"[-74.008594, 40.728908]",C1914
1609,"[-73.915833, 40.80283]",C1915
1607,"[-73.969817, 40.74782]",C1916
1607,"[-73.972692, 40.749157]",C1917
1605,"[-73.944102, 40.779984]",C1918
1604,"[-73.790962, 40.663735]",C1919
1603,"[-73.984086, 40.737543]",C1920
1603,"[-73.971263, 40.751122]",C1921
1600,"[-73.997341, 40.736668]",C1922
1599,"[-73.895857, 40.623713]",C1923
1599,"[-73.965536, 40.695731]",C1924
1599,"[-73.994854, 40.769253]",C1925
1597,"[-73.978225, 40.654157]",C1926
1595,"[-73.974899, 40.750088]",C1927
1595,"[-73.971649, 40.754561]",C1928
1595,"[-74.006621, 40.736432]",C1929
1594,"[-73.99852, 40.713443]",C1930
1593,"[-73.977436, 40.749539]",C1931
1593,"[-73.978281, 40.773031]",C1932
1591,"[-73.975985, 40.79552]",C1933
1591,"[-73.977603, 40.738172]",C1934
1589,"[-73.785764, 40.650614]",C1935
1587,"[-73.78784, 40.644798]",C1936
1587,"[-73.964065, 40.815519]",C1937
1587,"[-74.009316, 40.70206]",C1938
1586,"[-73.986812, 40.729779]",C1939
1584,"[-74.016629, 40.704631]",C1940
1583,"[-73.956642, 40.709112]",C1941
1583,"[-73.930473, 40.84542]",C1942
1582,"[-74.008246, 40.744695]",C1943
1581,"[-74.00427, 40.752646]",C1944
1581,"[-73.983766, 40.78475]",C1945
1580,"[-73.946579, 40.780694]",C1946
1579,"[-73.957867, 40.765245]",C1947
1578,"[-73.975164, 40.774655]",C1948
1578,"[-73.982282, 40.775545]",C1949
1577,"[-73.984777, 40.769241]",C1950
